sku_id,product_name,category,is_assembly_required
SKU-FURN-00115,Furnitur Kayu Olahan 986,Office Chair,True
SKU-FURN-00116,Furnitur Kayu Olahan 936,Dining Table,True
SKU-FURN-00117,Sofa Japandi Minimalis 522,Sofa,False
SKU-FURN-00118,Furnitur Kayu Olahan 718,Bed,True
SKU-FURN-00119,Furnitur Kayu Olahan 768,Bed,True
SKU-FURN-00120,Furnitur Kayu Olahan 442,lmri,True
SKU-FURN-00121,Furnitur Kayu Olahan 125,Bed,True
SKU-FURN-00122,Furnitur Kayu Olahan 237,Wardrobe,True
SKU-FURN-00123,Furnitur Kayu Olahan 451,Wardrobe,True
SKU-FURN-00124,Furnitur Kayu Olahan 499,lmri,True
SKU-FURN-00125,Furnitur Kayu Olahan 723,Wardrobe,True
SKU-FURN-00126,Sofa Japandi Minimalis 448,Sofa,True
SKU-FURN-00127,Furnitur Kayu Olahan 921,Wardrobe,True
SKU-FURN-00128,Furnitur Kayu Olahan 871,Wardrobe,True
SKU-FURN-00129,Furnitur Kayu Olahan 694,Office Chair,True
SKU-FURN-00130,Furnitur Kayu Olahan 172,Meja Makan,True
SKU-FURN-00131,Sofa Japandi Minimalis 394,Sofa,False
SKU-FURN-00132,Hiasan Meja / Karpet Aesthetic 47,Dekorasi,False
SKU-FURN-00133,Hiasan Meja / Karpet Aesthetic 89,Dekorasi,False
SKU-FURN-00134,Furnitur Kayu Olahan 123,Lemari,True
SKU-FURN-00135,Hiasan Meja / Karpet Aesthetic 13,Dekorasi,False
SKU-FURN-00136,Furnitur Kayu Olahan 919,Lemari,True
SKU-FURN-00137,Hiasan Meja / Karpet Aesthetic 50,Dekorasi,False
SKU-FURN-00138,Hiasan Meja / Karpet Aesthetic 43,Dekorasi,False
SKU-FURN-00139,Sofa Japandi Minimalis 203,Sofa,True
SKU-FURN-00140,Hiasan Meja / Karpet Aesthetic 94,Dekorasi,False
SKU-FURN-00141,Furnitur Kayu Olahan 477,Kursi Kerja,True
SKU-FURN-00142,Hiasan Meja / Karpet Aesthetic 79,Dekorasi,False
SKU-FURN-00143,Furnitur Kayu Olahan 949,Office Chair,True
SKU-FURN-00144,Furnitur Kayu Olahan 461,Kursi Kerja,True
SKU-FURN-00145,Furnitur Kayu Olahan 594,Office Chair,True
SKU-FURN-00146,Sofa Japandi Minimalis 521,Sofa,True
SKU-FURN-00147,Furnitur Kayu Olahan 194,Kursi Kerja,True
SKU-FURN-00148,Sofa Japandi Minimalis 107,sofabed,False
SKU-FURN-00149,Furnitur Kayu Olahan 133,Meja Makan,True
SKU-FURN-00150,Sofa Japandi Minimalis 842,Sofa,True
SKU-FURN-00151,Furnitur Kayu Olahan 112,Wardrobe,True
SKU-FURN-00152,Furnitur Kayu Olahan 326,Office Chair,True
SKU-FURN-00153,Sofa Japandi Minimalis 385,sofabed,True
SKU-FURN-00154,Furnitur Kayu Olahan 350,Dining Table,True
SKU-FURN-00155,Furnitur Kayu Olahan 796,Dining Table,True
SKU-FURN-00156,Sofa Japandi Minimalis 468,Sofa,False
SKU-FURN-00157,Furnitur Kayu Olahan 582,Office Chair,True
SKU-FURN-00158,Furnitur Kayu Olahan 164,Meja Makan,True
SKU-FURN-00159,Furnitur Kayu Olahan 849,Kursi Kerja,True
SKU-FURN-00160,Furnitur Kayu Olahan 137,Bed,True
SKU-FURN-00161,Sofa Japandi Minimalis 677,Sofa,True
SKU-FURN-00162,Furnitur Kayu Olahan 689,Office Chair,True
SKU-FURN-00163,Sofa Japandi Minimalis 624,sofabed,False
SKU-FURN-00164,Furnitur Kayu Olahan 275,Wardrobe,True
SKU-FURN-00165,Furnitur Kayu Olahan 439,Kursi Kerja,True
SKU-FURN-00166,Furnitur Kayu Olahan 570,Kursi Kerja,True
SKU-FURN-00167,Furnitur Kayu Olahan 104,Meja Makan,True
SKU-FURN-00168,Furnitur Kayu Olahan 594,Meja Makan,True
SKU-FURN-00169,Furnitur Kayu Olahan 691,Bed,True
SKU-FURN-00170,Hiasan Meja / Karpet Aesthetic 24,Dekorasi,False
SKU-FURN-00171,Furnitur Kayu Olahan 192,Office Chair,True
SKU-FURN-00172,Furnitur Kayu Olahan 383,Dining Table,True
SKU-FURN-00173,Furnitur Kayu Olahan 665,Bed,True
SKU-FURN-00174,Furnitur Kayu Olahan 771,Office Chair,True
SKU-FURN-00175,Sofa Japandi Minimalis 313,sofabed,True
SKU-FURN-00176,Furnitur Kayu Olahan 700,Meja Makan,True
SKU-FURN-00177,Furnitur Kayu Olahan 159,Kursi Kerja,True
SKU-FURN-00178,Hiasan Meja / Karpet Aesthetic 49,Dekorasi,False
SKU-FURN-00179,Furnitur Kayu Olahan 622,Meja Makan,True
SKU-FURN-00180,Furnitur Kayu Olahan 535,Office Chair,True
SKU-FURN-00181,Hiasan Meja / Karpet Aesthetic 61,Dekorasi,False
SKU-FURN-00182,Furnitur Kayu Olahan 342,Office Chair,True
SKU-FURN-00183,Furnitur Kayu Olahan 879,Lemari,True
SKU-FURN-00184,Furnitur Kayu Olahan 863,lmri,True
SKU-FURN-00185,Furnitur Kayu Olahan 874,Office Chair,True
SKU-FURN-00186,Furnitur Kayu Olahan 379,Office Chair,True
SKU-FURN-00187,Furnitur Kayu Olahan 957,Office Chair,True
SKU-FURN-00188,Sofa Japandi Minimalis 938,sofabed,True
SKU-FURN-00189,Furnitur Kayu Olahan 883,Wardrobe,True
SKU-FURN-00190,Hiasan Meja / Karpet Aesthetic 97,Dekorasi,False
SKU-FURN-00191,Hiasan Meja / Karpet Aesthetic 16,Dekorasi,False
SKU-FURN-00192,Hiasan Meja / Karpet Aesthetic 57,Dekorasi,False
SKU-FURN-00193,Furnitur Kayu Olahan 946,Lemari,True
SKU-FURN-00194,Sofa Japandi Minimalis 897,Sofa,True
SKU-FURN-00195,Furnitur Kayu Olahan 794,Kursi Kerja,True
SKU-FURN-00196,Hiasan Meja / Karpet Aesthetic 19,Dekorasi,False
SKU-FURN-00197,Furnitur Kayu Olahan 216,lmri,True
SKU-FURN-00198,Furnitur Kayu Olahan 250,Kursi Kerja,True
SKU-FURN-00199,Hiasan Meja / Karpet Aesthetic 37,Dekorasi,False
SKU-FURN-00200,Furnitur Kayu Olahan 554,Kursi Kerja,True
SKU-FURN-00201,Sofa Japandi Minimalis 660,sofabed,True
SKU-FURN-00202,Furnitur Kayu Olahan 901,Lemari,True
SKU-FURN-00203,Furnitur Kayu Olahan 170,Kursi Kerja,True
SKU-FURN-00204,Furnitur Kayu Olahan 628,Meja Makan,True
SKU-FURN-00205,Furnitur Kayu Olahan 413,Dining Table,True
SKU-FURN-00206,Furnitur Kayu Olahan 179,Kursi Kerja,True
SKU-FURN-00207,Hiasan Meja / Karpet Aesthetic 65,Dekorasi,False
SKU-FURN-00208,Furnitur Kayu Olahan 335,Meja Makan,True
SKU-FURN-00209,Hiasan Meja / Karpet Aesthetic 37,Dekorasi,False
SKU-FURN-00210,Sofa Japandi Minimalis 942,Sofa,True
SKU-FURN-00211,Furnitur Kayu Olahan 760,Kursi Kerja,True
SKU-FURN-00212,Sofa Japandi Minimalis 717,Sofa,False
SKU-FURN-00213,Furnitur Kayu Olahan 121,lmri,True
SKU-FURN-00214,Sofa Japandi Minimalis 684,Sofa,True
SKU-FURN-00215,Furnitur Kayu Olahan 107,Office Chair,True
SKU-FURN-00216,Sofa Japandi Minimalis 516,Sofa,False
SKU-FURN-00217,Furnitur Kayu Olahan 852,Lemari,True
SKU-FURN-00218,Furnitur Kayu Olahan 549,lmri,True
SKU-FURN-00219,Furnitur Kayu Olahan 145,Wardrobe,True
SKU-FURN-00220,Hiasan Meja / Karpet Aesthetic 71,Dekorasi,False
SKU-FURN-00221,Sofa Japandi Minimalis 918,Sofa,False
SKU-FURN-00222,Furnitur Kayu Olahan 490,Meja Makan,True
SKU-FURN-00223,Furnitur Kayu Olahan 553,Bed,True
SKU-FURN-00224,Sofa Japandi Minimalis 832,Sofa,True
SKU-FURN-00225,Sofa Japandi Minimalis 731,Sofa,False
SKU-FURN-00226,Furnitur Kayu Olahan 382,Lemari,True
SKU-FURN-00227,Furnitur Kayu Olahan 378,Lemari,True
SKU-FURN-00228,Furnitur Kayu Olahan 929,Kursi Kerja,True
SKU-FURN-00229,Furnitur Kayu Olahan 127,Bed,True
SKU-FURN-00230,Hiasan Meja / Karpet Aesthetic 98,Dekorasi,False
SKU-FURN-00231,Furnitur Kayu Olahan 649,Office Chair,True
SKU-FURN-00232,Hiasan Meja / Karpet Aesthetic 64,Dekorasi,False
SKU-FURN-00233,Furnitur Kayu Olahan 747,Lemari,True
SKU-FURN-00234,Hiasan Meja / Karpet Aesthetic 88,Dekorasi,False
SKU-FURN-00235,Furnitur Kayu Olahan 216,Wardrobe,True
SKU-FURN-00236,Furnitur Kayu Olahan 591,Meja Makan,True
SKU-FURN-00237,Sofa Japandi Minimalis 757,sofabed,False
SKU-FURN-00238,Furnitur Kayu Olahan 189,Dining Table,True
SKU-FURN-00239,Hiasan Meja / Karpet Aesthetic 74,Dekorasi,False
SKU-FURN-00240,Furnitur Kayu Olahan 198,Lemari,True
SKU-FURN-00241,Furnitur Kayu Olahan 336,Meja Makan,True
SKU-FURN-00242,Furnitur Kayu Olahan 403,lmri,True
SKU-FURN-00243,Sofa Japandi Minimalis 504,Sofa,False
SKU-FURN-00244,Hiasan Meja / Karpet Aesthetic 71,Dekorasi,False
SKU-FURN-00245,Furnitur Kayu Olahan 886,Lemari,True
SKU-FURN-00246,Sofa Japandi Minimalis 129,Sofa,True
SKU-FURN-00247,Sofa Japandi Minimalis 655,sofabed,True
SKU-FURN-00248,Furnitur Kayu Olahan 998,Meja Makan,True
SKU-FURN-00249,Sofa Japandi Minimalis 597,Sofa,True
SKU-FURN-00250,Furnitur Kayu Olahan 536,Lemari,True
SKU-FURN-00251,Sofa Japandi Minimalis 313,Sofa,False
SKU-FURN-00252,Furnitur Kayu Olahan 488,lmri,True
SKU-FURN-00253,Furnitur Kayu Olahan 431,Meja Makan,True
SKU-FURN-00254,Furnitur Kayu Olahan 880,Lemari,True
SKU-FURN-00255,Hiasan Meja / Karpet Aesthetic 75,Dekorasi,False
SKU-FURN-00256,Furnitur Kayu Olahan 988,Wardrobe,True
SKU-FURN-00257,Furnitur Kayu Olahan 429,Bed,True
SKU-FURN-00258,Furnitur Kayu Olahan 561,Meja Makan,True
SKU-FURN-00259,Furnitur Kayu Olahan 795,Dining Table,True
SKU-FURN-00260,Furnitur Kayu Olahan 826,Office Chair,True
SKU-FURN-00261,Furnitur Kayu Olahan 837,Office Chair,True
SKU-FURN-00262,Sofa Japandi Minimalis 386,Sofa,True
SKU-FURN-00263,Furnitur Kayu Olahan 933,Meja Makan,True
SKU-FURN-00264,Furnitur Kayu Olahan 154,Kursi Kerja,True
SKU-FURN-00265,Sofa Japandi Minimalis 473,Sofa,False
SKU-FURN-00266,Sofa Japandi Minimalis 191,Sofa,True
SKU-FURN-00267,Sofa Japandi Minimalis 536,Sofa,True
SKU-FURN-00268,Furnitur Kayu Olahan 423,Meja Makan,True
SKU-FURN-00269,Furnitur Kayu Olahan 656,Bed,True
SKU-FURN-00270,Sofa Japandi Minimalis 790,Sofa,True
SKU-FURN-00271,Sofa Japandi Minimalis 181,Sofa,False
SKU-FURN-00272,Furnitur Kayu Olahan 102,Lemari,True
SKU-FURN-00273,Furnitur Kayu Olahan 101,Office Chair,True
SKU-FURN-00274,Furnitur Kayu Olahan 564,Office Chair,True
SKU-FURN-00275,Hiasan Meja / Karpet Aesthetic 65,Dekorasi,False
SKU-FURN-00276,Sofa Japandi Minimalis 457,Sofa,True
SKU-FURN-00277,Furnitur Kayu Olahan 694,Office Chair,True
SKU-FURN-00278,Furnitur Kayu Olahan 957,Bed,True
SKU-FURN-00279,Sofa Japandi Minimalis 667,Sofa,True
SKU-FURN-00280,Sofa Japandi Minimalis 634,sofabed,False
SKU-FURN-00281,Sofa Japandi Minimalis 829,sofabed,True
SKU-FURN-00282,Furnitur Kayu Olahan 978,Kursi Kerja,True
SKU-FURN-00283,Furnitur Kayu Olahan 479,Kursi Kerja,True
SKU-FURN-00284,Furnitur Kayu Olahan 719,Kursi Kerja,True
SKU-FURN-00285,Hiasan Meja / Karpet Aesthetic 55,Dekorasi,False
SKU-FURN-00286,Furnitur Kayu Olahan 583,Kursi Kerja,True
SKU-FURN-00287,Furnitur Kayu Olahan 327,lmri,True
SKU-FURN-00288,Furnitur Kayu Olahan 541,Meja Makan,True
SKU-FURN-00289,Furnitur Kayu Olahan 979,lmri,True
SKU-FURN-00290,Sofa Japandi Minimalis 671,sofabed,False
SKU-FURN-00291,Sofa Japandi Minimalis 995,Sofa,False
SKU-FURN-00292,Furnitur Kayu Olahan 264,lmri,True
SKU-FURN-00293,Furnitur Kayu Olahan 160,Wardrobe,True
SKU-FURN-00294,Furnitur Kayu Olahan 503,Lemari,True
SKU-FURN-00295,Furnitur Kayu Olahan 200,Meja Makan,True
SKU-FURN-00296,Furnitur Kayu Olahan 110,Kursi Kerja,True
SKU-FURN-00297,Furnitur Kayu Olahan 734,lmri,True
SKU-FURN-00298,Furnitur Kayu Olahan 243,Bed,True
SKU-FURN-00299,Furnitur Kayu Olahan 512,Dining Table,True
SKU-FURN-00300,Furnitur Kayu Olahan 735,lmri,True
SKU-FURN-00301,Furnitur Kayu Olahan 217,Wardrobe,True
SKU-FURN-00302,Furnitur Kayu Olahan 166,Kursi Kerja,True
SKU-FURN-00303,Furnitur Kayu Olahan 825,lmri,True
SKU-FURN-00304,Furnitur Kayu Olahan 241,Dining Table,True
SKU-FURN-00305,Hiasan Meja / Karpet Aesthetic 89,Dekorasi,False
SKU-FURN-00306,Furnitur Kayu Olahan 542,Office Chair,True
SKU-FURN-00307,Hiasan Meja / Karpet Aesthetic 76,Dekorasi,False
SKU-FURN-00308,Furnitur Kayu Olahan 968,Kursi Kerja,True
SKU-FURN-00309,Sofa Japandi Minimalis 734,Sofa,True
SKU-FURN-00310,Furnitur Kayu Olahan 250,Lemari,True
SKU-FURN-00311,Hiasan Meja / Karpet Aesthetic 88,Dekorasi,False
SKU-FURN-00312,Furnitur Kayu Olahan 838,Meja Makan,True
SKU-FURN-00313,Furnitur Kayu Olahan 364,Wardrobe,True
SKU-FURN-00314,Furnitur Kayu Olahan 978,Meja Makan,True
SKU-FURN-00315,Furnitur Kayu Olahan 119,Kursi Kerja,True
SKU-FURN-00316,Furnitur Kayu Olahan 798,Office Chair,True
SKU-FURN-00317,Furnitur Kayu Olahan 818,Meja Makan,True
SKU-FURN-00318,Furnitur Kayu Olahan 901,Office Chair,True
SKU-FURN-00319,Furnitur Kayu Olahan 533,lmri,True
SKU-FURN-00320,Furnitur Kayu Olahan 728,Meja Makan,True
SKU-FURN-00321,Hiasan Meja / Karpet Aesthetic 84,Dekorasi,False
SKU-FURN-00322,Furnitur Kayu Olahan 953,Meja Makan,True
SKU-FURN-00323,Hiasan Meja / Karpet Aesthetic 75,Dekorasi,False
SKU-FURN-00324,Furnitur Kayu Olahan 927,Lemari,True
SKU-FURN-00325,Sofa Japandi Minimalis 881,Sofa,False
SKU-FURN-00326,Furnitur Kayu Olahan 936,Dining Table,True
SKU-FURN-00327,Sofa Japandi Minimalis 148,Sofa,False
SKU-FURN-00328,Hiasan Meja / Karpet Aesthetic 68,Dekorasi,False
SKU-FURN-00329,Furnitur Kayu Olahan 269,Kursi Kerja,True
SKU-FURN-00330,Hiasan Meja / Karpet Aesthetic 90,Dekorasi,False
SKU-FURN-00331,Furnitur Kayu Olahan 824,Lemari,True
SKU-FURN-00332,Sofa Japandi Minimalis 834,sofabed,True
SKU-FURN-00333,Furnitur Kayu Olahan 728,Bed,True
SKU-FURN-00334,Furnitur Kayu Olahan 954,Lemari,True
SKU-FURN-00335,Hiasan Meja / Karpet Aesthetic 65,Dekorasi,False
SKU-FURN-00336,Furnitur Kayu Olahan 516,Meja Makan,True
SKU-FURN-00337,Furnitur Kayu Olahan 409,Office Chair,True
SKU-FURN-00338,Furnitur Kayu Olahan 129,Lemari,True
SKU-FURN-00339,Furnitur Kayu Olahan 225,Wardrobe,True
SKU-FURN-00340,Sofa Japandi Minimalis 481,Sofa,False
SKU-FURN-00341,Furnitur Kayu Olahan 362,Wardrobe,True
SKU-FURN-00342,Furnitur Kayu Olahan 909,Bed,True
SKU-FURN-00343,Hiasan Meja / Karpet Aesthetic 96,Dekorasi,False
SKU-FURN-00344,Sofa Japandi Minimalis 790,sofabed,False
SKU-FURN-00345,Furnitur Kayu Olahan 891,Dining Table,True
SKU-FURN-00346,Furnitur Kayu Olahan 432,Kursi Kerja,True
SKU-FURN-00347,Furnitur Kayu Olahan 660,Bed,True
SKU-FURN-00348,Furnitur Kayu Olahan 906,Meja Makan,True
SKU-FURN-00349,Furnitur Kayu Olahan 142,Kursi Kerja,True
SKU-FURN-00350,Furnitur Kayu Olahan 640,Office Chair,True
SKU-FURN-00351,Hiasan Meja / Karpet Aesthetic 16,Dekorasi,False
SKU-FURN-00352,Furnitur Kayu Olahan 940,Office Chair,True
SKU-FURN-00353,Hiasan Meja / Karpet Aesthetic 37,Dekorasi,False
SKU-FURN-00354,Furnitur Kayu Olahan 126,Wardrobe,True
SKU-FURN-00355,Furnitur Kayu Olahan 864,Wardrobe,True
SKU-FURN-00356,Furnitur Kayu Olahan 658,Office Chair,True
SKU-FURN-00357,Furnitur Kayu Olahan 288,Lemari,True
SKU-FURN-00358,Furnitur Kayu Olahan 755,Office Chair,True
SKU-FURN-00359,Hiasan Meja / Karpet Aesthetic 28,Dekorasi,False
SKU-FURN-00360,Furnitur Kayu Olahan 248,Office Chair,True
SKU-FURN-00361,Furnitur Kayu Olahan 796,Lemari,True
SKU-FURN-00362,Furnitur Kayu Olahan 896,Office Chair,True
SKU-FURN-00363,Sofa Japandi Minimalis 882,sofabed,False
SKU-FURN-00364,Furnitur Kayu Olahan 611,Wardrobe,True
SKU-FURN-00365,Furnitur Kayu Olahan 700,Lemari,True
SKU-FURN-00366,Furnitur Kayu Olahan 143,Bed,True
SKU-FURN-00367,Furnitur Kayu Olahan 439,Lemari,True
SKU-FURN-00368,Furnitur Kayu Olahan 553,Meja Makan,True
SKU-FURN-00369,Sofa Japandi Minimalis 601,sofabed,False
SKU-FURN-00370,Furnitur Kayu Olahan 433,Meja Makan,True
SKU-FURN-00371,Furnitur Kayu Olahan 505,Lemari,True
SKU-FURN-00372,Hiasan Meja / Karpet Aesthetic 89,Dekorasi,False
SKU-FURN-00373,Furnitur Kayu Olahan 630,Office Chair,True
SKU-FURN-00374,Furnitur Kayu Olahan 938,Kursi Kerja,True
SKU-FURN-00375,Furnitur Kayu Olahan 922,Office Chair,True
SKU-FURN-00376,Sofa Japandi Minimalis 817,Sofa,False
SKU-FURN-00377,Sofa Japandi Minimalis 204,Sofa,False
SKU-FURN-00378,Furnitur Kayu Olahan 467,Meja Makan,True
SKU-FURN-00379,Furnitur Kayu Olahan 790,Wardrobe,True
SKU-FURN-00380,Furnitur Kayu Olahan 740,Office Chair,True
SKU-FURN-00381,Furnitur Kayu Olahan 697,Office Chair,True
SKU-FURN-00382,Hiasan Meja / Karpet Aesthetic 20,Dekorasi,False
SKU-FURN-00383,Furnitur Kayu Olahan 653,Bed,True
SKU-FURN-00384,Furnitur Kayu Olahan 112,Lemari,True
SKU-FURN-00385,Furnitur Kayu Olahan 788,Office Chair,True
SKU-FURN-00386,Furnitur Kayu Olahan 410,Bed,True
SKU-FURN-00387,Furnitur Kayu Olahan 727,Bed,True
